affliations,article_name,authors,doi,email_address,publishing_date,volume,type,author_id
,"Framing Image Description as a Ranking Task: Data, Models and Evaluation Metrics","M. Hodosh,P. Young,J. Hockenmaier",https://doi.org/10.1613/jair.4022,,,Vol. 47 (2013),article,
,A Decidable Extension of SROIQ with Complex Role Chains and Unions,"M. Mosurovic,N. Krdzavac,H. Graves,M. Zakharyaschev",https://doi.org/10.1613/jair.4047,,,Vol. 47 (2013),article,
,Heuristic Search When Time Matters,"E. Burns,W. Ruml,M. B. Do",https://doi.org/10.1613/jair.3949,,,Vol. 47 (2013),article,
,Acyclicity Notions for Existential Rules and Their Application to Query Answering in Ontologies,"B. Cuenca Grau,I. Horrocks,M. Krötzsch,C. Kupke,D. Magka,B. Motik,Z. Wang",https://doi.org/10.1613/jair.3983,,,Vol. 47 (2013),article,
,Protecting Privacy through Distributed Computation in Multi-agent Decision Making,"T. Leaute,B. Faltings",https://doi.org/10.1613/jair.3945,,,Vol. 47 (2013),article,
,Asymmetric Distributed Constraint Optimization Problems,"T. Grinshpoun,A. Grubshtein,R. Zivan,A. Netzer,A. Meisels",https://doi.org/10.1613/jair.3968,,,Vol. 47 (2013),article,
,A Refined View of Causal Graphs and Component Sizes: SP-Closed Graph Classes and Beyond,"C. Bäckström,P. Jonsson",https://doi.org/10.1613/jair.3896,,,Vol. 47 (2013),article,
,On the Computation of Fully Proportional Representation,"N. Betzler,A. Slinko,J. Uhlmann",https://doi.org/10.1613/jair.3940,,,Vol. 47 (2013),article,
,Topic Segmentation and Labeling in Asynchronous Conversations,"S. Joty,G. Carenini,R. T. Ng",https://doi.org/10.1613/jair.3904,,,Vol. 47 (2013),article,
,Decentralized Anti-coordination Through Multi-agent Learning,"L. Cigler,B. Faltings",https://doi.org/10.1613/jair.3793,,,Vol. 47 (2013),article,
,Lifted Variable Elimination: Decoupling the Operators from the Constraint Language,"N. Taghipour,D. Fierens,J. Davis,H. Blockeel",https://doi.org/10.1613/jair.3989,,,Vol. 47 (2013),article,
,Learning by Observation of Agent Software Images,"P. R. Costa,L. M. Botelho",https://doi.org/10.1613/jair.3991,,,Vol. 47 (2013),article,
,Strong Equivalence of Qualitative Optimization Problems,"W. Faber,M. Truszczyński,S. Woltran",https://doi.org/10.1613/jair.3841,,,Vol. 47 (2013),article,
,Sharing Rewards in Cooperative Connectivity Games,"Y. Bachrach,E. Porat,J. S. Rosenschein",https://doi.org/10.1613/jair.3912,,,Vol. 47 (2013),article,
,The Arcade Learning Environment: An Evaluation Platform for General Agents,"M. G. Bellemare,Y. Naddaf,J. Veness,M. Bowling",https://doi.org/10.1613/jair.3834,,,Vol. 47 (2013),article,
,Analysis of Watson's Strategies for Playing Jeopardy!,"G. Tesauro,D. C. Gondek,J. Lenchner,J. Fan,J. M. Prager",https://doi.org/10.1613/jair.3879,,,Vol. 47 (2013),article,
,A Survey on Latent Tree Models and Applications,"R. Mourad,C. Sinoquet,N. L. Zhang,T. Liu,P. Leray",https://doi.org/10.1613/jair.3860,,,Vol. 47 (2013),article,
,Identifying the Class of Maxi-Consistent Operators in Argumentation,S. Vesic,https://doi.org/10.1613/jair.3902,,,Vol. 47 (2013),article,
,Scheduling a Dynamic Aircraft Repair Shop with Limited Repair Resources,"M. Aramon Bajestani,J. C. Beck",https://doi.org/10.1613/jair.3747,,,Vol. 47 (2013),article,
,Tractable Set Constraints,"M. Bodirsky,M. Hils",https://doi.org/10.1613/jair.3779,,,Vol. 45 (2012),article,
,The Time Complexity of A* with Approximate Heuristics on Multiple-Solution Search Spaces,"H. T. Dinh,H. T. Dinh,L. Michel,A. Russell",https://doi.org/10.1613/jair.3770,,,Vol. 45 (2012),article,
,Irrelevant and independent natural extension for sets of desirable gambles,"G. de Cooman,E. Miranda",https://doi.org/10.1613/jair.3865,,,Vol. 45 (2012),article,
,Learning to Predict from Textual Data,"K. Radinsky,S. Davidovich,S. Markovitch",https://doi.org/10.1613/jair.3831,,,Vol. 45 (2012),article,
,A Feature Subset Selection Algorithm Automatic Recommendation Method,"G. Wang,Q. Song,H. Sun,X. Zhang,B. Xu,Y. Zhou",https://doi.org/10.1613/jair.3840,,,Vol. 47 (2013),article,
,Distributed Reasoning for Multiagent Simple Temporal Problems,"J. C. Boerkoel Jr.,E. H. Durfee",https://doi.org/10.1613/jair.3711,,,Vol. 47 (2013),article,
,Replanning in Domains with Partial Information and Sensing Actions,"R. I. Brafman,G. Shani",https://doi.org/10.1613/jair.3761,,,Vol. 45 (2012),article,
,Safe Exploration of State and Action Spaces in Reinforcement Learning,"J. Garcia,F. Fernandez",https://doi.org/10.1613/jair.3708,,,Vol. 45 (2012),article,
,Complexity of Judgment Aggregation,"U. Endriss,U. Grandi,D. Porello",https://doi.org/10.1613/jair.3653,,,Vol. 45 (2012),article,
,A New Look at BDDs for Pseudo-Boolean Constraints,"I. Abío,R. Nieuwenhuis,A. Oliveras,E. Rodríguez-Carbonell,V. Mayer-Eichberger",https://doi.org/10.1613/jair.3696,,,Vol. 45 (2012),article,
,Removing Redundant Messages in N-ary BnB-ADOPT,"P. Gutierrez,P. Meseguer",https://doi.org/10.1613/jair.3680,,,Vol. 45 (2012),article,
,A Tutorial on Dual Decomposition and Lagrangian Relaxation for Inference in Natural Language Processing,"A. M. Rush,M. J. Collins",https://doi.org/10.1613/jair.3659,,,Vol. 45 (2012),article,
,Transforming Graph Data for Statistical Relational Learning,"R. A. Rossi,L. K. McDowell,D. W. Aha,J. Neville",https://doi.org/10.1613/jair.3713,,,Vol. 45 (2012),article,
,Generating Approximate Solutions to the TTP using a Linear Distance Relaxation,"R. Hoshino,K. Kawarabayashi",https://doi.org/10.1613/jair.3579,,,Vol. 45 (2012),article,
,Reasoning over Ontologies with Hidden Content: The Import-by-Query Approach,"B. Cuenca Grau,B. Motik",https://doi.org/10.1613/jair.3715,,,Vol. 45 (2012),article,
,Coalition Structure Generation over Graphs,"T. Voice,M. Polukarov,N. R. Jennings",https://doi.org/10.1613/jair.3693,,,Vol. 45 (2012),article,
,Towards Unsupervised Learning of Temporal Relations between Events,"S.A. Mirroshandel,G. Ghassem-Sani",https://doi.org/10.1613/jair.3547,,,Vol. 45 (2012),article,
,Interactions between Knowledge and Time in a First-Order Logic for Multi-Agent Systems: Completeness Results,"F. Belardinelli,A. Lomuscio",https://doi.org/10.1613/jair.3658,,,Vol. 45 (2012),article,
,An approximative inference method for solving ∃∀SO satisfiability problems,"H. Vlaeminck,J. Vennekens,M. Denecker,M. Bruynooghe",https://doi.org/10.1613/jair.3651,,,Vol. 45 (2012),article,
,The Tractability of CSP Classes Defined by Forbidden Patterns,"D. A. Cohen,M. C. Cooper,P. Creed,D. Marx,A. Z. Salamon",https://doi.org/10.1613/jair.3893,,,Vol. 45 (2012),article,
,Probabilistic Planning for Continuous Dynamic Systems under Bounded Risk,"M. Ono,B. C. Williams,Lars Blackmore",https://doi.org/10.1613/jair.3806,,,Vol. 46 (2013),article,
,Efficient Computation of the Shapley Value for Game-Theoretic Network Centrality,"T. P. Michalak,K. V. Aadithya,P. L. Szczepanski,B. Ravindran,N. R. Jennings",https://doi.org/10.1613/jair.3662,,,Vol. 46 (2013),article,
,Predicting Behavior in Unstructured Bargaining with a Probability Distribution,"D. H. Wolpert,J. W. Bono",https://doi.org/10.1613/jair.3898,,,Vol. 46 (2013),article,
,Qualitative Order of Magnitude Energy-Flow-Based Failure Modes and Effects Analysis,"N. A. Snooke,M. H. Lee",https://doi.org/10.1613/jair.3809,,,Vol. 46 (2013),article,
,Boolean Equi-propagation for Concise and Efficient SAT Encodings of  Combinatorial Problems,"A. Metodi,M. Codish,P. J. Stuckey",https://doi.org/10.1613/jair.3788,,,Vol. 46 (2013),article,
,A Hybrid LP-RPG Heuristic for Modelling Numeric Resource Flows in Planning,"A. Coles,A. Coles,M. Fox,D. Long",https://doi.org/10.1613/jair.3804,,,Vol. 46 (2013),article,
,Incremental Clustering and Expansion for Faster Optimal Planning in Dec-POMDPs,"F. A. Oliehoek,M. T. J. Spaan,C. Amato,S. Whiteson",https://doi.org/10.1613/jair.3744,,,Vol. 46 (2013),article,
,Parameterized Complexity Results for Exact Bayesian Network Structure Learning,"S. Ordyniak,S. Szeider",https://doi.org/10.1613/jair.3623,,,Vol. 46 (2013),article,
,Toward Supervised Anomaly Detection,"N. Goernitz,M. Kloft,K. Rieck,U. Brefeld",https://doi.org/10.1613/jair.3732,,,Vol. 46 (2013),article,
,Generating Extractive Summaries of Scientific Paradigms,"V. Qazvinian,D. R. Radev,S. M. Mohammad,B. Dorr,D. Zajic,M. Whidby,T. Moon",https://doi.org/10.1613/jair.3717,,,Vol. 46 (2013),article,
,Integrative Semantic Dependency Parsing via Efficient Large-scale Feature Selection,"H. Zhao,X. Zhang,C. Kit",https://doi.org/10.1613/jair.3810,,,Vol. 46 (2013),article,
,Undominated Groves Mechanisms,"M. Guo,E. Markakis,K. R. Apt,V. Conitzer",https://doi.org/10.1613/jair.3749,,,Vol. 46 (2013),article,
,Short and Long Supports for Constraint Propagation,"P. Nightingale,I. P. Gent,C. Jefferson,I. Miguel",https://doi.org/10.1613/jair.3735,,,Vol. 46 (2013),article,
,Optimal Rectangle Packing: An Absolute Placement Approach,"E. Huang,R. E. Korf",https://doi.org/10.1613/jair.3647,,,Vol. 46 (2013),article,
,Automatic Aggregation by Joint Modeling of Aspects and Values,"C. Sauper,R. Barzilay",https://doi.org/10.1613/jair.3676,,,Vol. 46 (2013),article,
,Online Speedup Learning for Optimal Planning,"C. Domshlak,E. Karpas,S. Markovitch",https://doi.org/10.1613/jair.3636,,,Vol. 44 (2012),article,
,SAP Speaks PDDL: Exploiting a Software-Engineering Model for Planning in Business Process Management,"J. Hoffmann,I. Weber,F. M. Kraft",https://doi.org/10.1613/jair.3552,,,Vol. 44 (2012),article,
,The Logical Difference for the Lightweight Description Logic EL,"B. Konev,M. Ludwig,D. Walther,F. Wolter",https://doi.org/10.1613/jair.3640,,,Vol. 44 (2012),article,
,Domain and Function: A Dual-Space Model of Semantic Relations and Compositions,P. D. Turney,https://doi.org/10.1613/jair.3543,,,Vol. 44 (2012),article,
,Riffled Independence for Efficient Inference with Partial Rankings,"J. Huang,A. Kapoor,C. Guestrin",https://doi.org/10.1613/jair.3598,,,Vol. 44 (2012),article,
,Tractable Triangles and Cross-Free Convexity in Discrete Optimisation,"M. C. Cooper,S. Zivny",https://doi.org/10.1613/jair.3602,,,Vol. 44 (2012),article,
,Narrative Planning: Compilations to Classical Planning,P. Haslum,https://doi.org/10.1613/jair.3612,,,Vol. 44 (2012),article,
,Semantic Similarity Measures Applied to an Ontology for Human-Like Interaction,"E. Albacete,J. Calle,E. Castro,D. Cuadra",https://doi.org/10.1613/jair.3516,,,Vol. 44 (2012),article,
,Modelling Observation Correlations for Active Exploration and Robust Object Detection,"J. Velez,G. Hemann,A. S. Huang,I. Posner,N. Roy",https://doi.org/10.1613/jair.3576,,,Vol. 44 (2012),article,
,Algorithms for Generating Ordered Solutions for Explicit AND/OR Structures,"P. Ghosh,A. Sharma,P.P. Chakrabarti,P. Dasgupta",https://doi.org/10.1613/jair.3643,,,Vol. 44 (2012),article,
,Plan-based Policies for Efficient Multiple Battery Load Management,"M. Fox,D. Long,D. Magazzeni",https://doi.org/10.1613/jair.3526,,,Vol. 44 (2012),article,
,Modeling Social Causality and Responsibility Judgment in Multi-Agent Interactions,"W. Mao,J. Gratch",https://doi.org/10.1613/jair.3540,,,Vol. 44 (2012),article,
,Improving Statistical Machine Translation for a Resource-Poor Language Using Related Resource-Rich Languages,"P. Nakov,H. T. Ng",https://doi.org/10.1613/jair.3534,,,Vol. 44 (2012),article,
,Algorithms and Limits for Compact Plan Representations,"C. Bäckström,P. Jonsson",https://doi.org/10.1613/jair.3608,,,Vol. 44 (2012),article,
,COLIN: Planning with Continuous Linear Numeric Change,"A. J. Coles,A. I. Coles,M. Fox,D. Long",https://doi.org/10.1613/jair.3625,,,Vol. 44 (2012),article,
,Solving Limited Memory Influence Diagrams,"D. D. Maua,C. P. de Campos,M. Zaffalon",https://doi.org/10.1613/jair.4308,,,Vol. 44 (2012),article,
,Algorithms for Argumentation Semantics: Labeling Attacks as a Generalization of Labeling Arguments,"S. Nofal,K. Atkinson,P. E. Dunne",https://doi.org/10.1613/jair.4217,,,Vol. 49 (2014),article,
,Large-Scale Optimization for Evaluation Functions with Minimax Search,"K. Hoki,T. Kaneko",https://doi.org/10.1613/jair.4030,,,Vol. 49 (2014),article,
,Inapproximability of Treewidth and Related Problems,"Y. Wu,P. Austrin,T. Pitassi,D. Liu",https://doi.org/10.1613/jair.4218,,,Vol. 49 (2014),article,
,Algorithms and Applications for the Same-Decision Probability,"S. J. Chen,A. Choi,A. Darwiche",https://doi.org/10.1613/jair.4260,,,Vol. 49 (2014),article,
,Improved Separations of Regular Resolution from Clause Learning Proof Systems,"M. L. Bonet,S. Buss,J. Johannsen",https://doi.org/10.1613/jair.4190,,,Vol. 49 (2014),article,
,Information-Theoretic Multi-view Domain Adaptation: A Theoretical and Empirical Study,"P. Yang,W. Gao",https://doi.org/10.1613/jair.4224,,,Vol. 49 (2014),article,
,Mechanisms for Fair Allocation Problems: No-Punishment Payment Rules in Verifiable Settings,"G. Greco,F. Scarcello",https://doi.org/10.1613/jair.4200,,,Vol. 49 (2014),article,
,Text-Based Twitter User Geolocation Prediction,"B. Han,P. Cook,T. Baldwin",https://doi.org/10.1613/jair.4192,,,Vol. 49 (2014),article,
,Multiagent Only Knowing in Dynamic Systems,"V. Belle,G. Lakemeyer",https://doi.org/10.1613/jair.4166,,,Vol. 49 (2014),article,
,Symmetric Subgame-Perfect Equilibria in Resource Allocation,"L. Cigler,B. Faltings",https://doi.org/10.1613/jair.4175,,,Vol. 49 (2014),article,
,Efficient HEX-Program Evaluation Based on Unfounded Sets,"T. Eiter,M. Fink,T. Krennwallner,C. Redl,P. Schüller",https://doi.org/10.1613/jair.4164,,,Vol. 49 (2014),article,
,Selfishness Level of Strategic Games,"K. R. Apt,G. Schaefer",https://doi.org/10.1613/jair.4136,,,Vol. 49 (2014),article,
,An Empirical Evaluation of Ranking Measures With Respect to Robustness to Noise,D. Berrar,https://doi.org/10.1613/jair.4115,,,Vol. 49 (2014),article,
,Representing and Reasoning About the Rules of General Games With Imperfect Information,"S. Schiffel,M. Thielscher",https://doi.org/10.1613/jair.4202,,,Vol. 49 (2014),article,
,Towards Minimizing Disappointment in Repeated Games,J. W. Crandall,https://doi.org/10.1613/jair.4220,,,Vol. 49 (2014),article,
,A Procedural Characterization of Solution Concepts in Games,"J. Y. Halpern,Y. Moses",https://doi.org/10.1613/jair.4107,,,Vol. 49 (2014),article,
,Closure and Consistency  In Logic-Associated  Argumentation,"P. M. Dung,P. M. Thang",https://doi.org/10.1613/jair.4126,,,Vol. 49 (2014),article,
,Robustness and Stability in Constraint Programming under Dynamism and Uncertainty,"L. Climent,R. J. Wallace,M. A. Salido,F. Barber",https://doi.org/10.1613/jair.4193,,,Vol. 49 (2014),article,
,A Constraint Solver for Flexible Protein Model,"F. Campeotto,A. Dal Palù,A. Dovier,F. Fioretto,E. Pontelli",https://doi.org/10.1613/jair.4125,,,Vol. 48 (2013),article,
,A Smooth Transition from Powerlessness to Absolute Power,"E. Mossel,A. D. Procaccia,M. Z. Racz",https://doi.org/10.1613/jair.4135,,,Vol. 48 (2013),article,
,Multimodal Distributional Semantics,"E. Bruni,N. K. Tran,M. Baroni",https://doi.org/10.1613/jair.4058,,,Vol. 49 (2014),article,
,Exact Query Reformulation over Databases with First-order and Description Logics Ontologies,"E. Franconi,V. Kerhet,N. Ngo",https://doi.org/10.1613/jair.4117,,,Vol. 48 (2013),article,
,Scalable and Efficient Bayes-Adaptive Reinforcement Learning Based on Monte-Carlo Tree Search,"A. Guez,D. Silver,P. Dayan",https://doi.org/10.1613/jair.4068,,,Vol. 48 (2013),article,
,Single Network Relational Transductive Learning,"A. Dhurandhar,J. Wang",https://doi.org/10.1613/jair.4145,,,Vol. 48 (2013),article,
,"The Complexity of Optimal Monotonic Planning: The Bad, The Good, and The Causal Graph","C. Domshlak,A. Nazarenko",https://doi.org/10.1613/jair.3908,,,Vol. 48 (2013),article,
,AI Methods in Algorithmic Composition: A Comprehensive Survey,"J.D. Fernandez,F. Vico",https://doi.org/10.1613/jair.4031,,,Vol. 48 (2013),article,
,Horn Clause Contraction Functions,"J. P. Delgrande,R. Wassermann",https://doi.org/10.1613/jair.4027,,,Vol. 48 (2013),article,
,Protecting Moving Targets with Multiple Mobile Resources,"F. Fang,A. X. Jiang,M. Tambe",https://doi.org/10.1613/jair.4062,,,Vol. 48 (2013),article,
,Defeasible Inheritance-Based Description Logics,"G. Casini,U. Straccia",https://doi.org/10.1613/jair.4057,,,Vol. 48 (2013),article,
,Beth Definability in Expressive Description Logics,"B. ten Cate,E. Franconi,I. Seylan",https://doi.org/10.1613/jair.4025,,,Vol. 48 (2013),article,
,A Global Model for Concept-to-Text Generation,"I. Konstas,M. Lapata",https://doi.org/10.1613/jair.3872,,,Vol. 48 (2013),article,
,Optimizing SPARQL Query Answering over OWL Ontologies,"I. Kollia,B. Glimm",https://doi.org/10.1613/jair.4016,,,Vol. 48 (2013),article,
,Optimal Implementation of Watched Literals and More General Techniques,I. P. Gent,https://doi.org/10.1613/jair.3987,,,Vol. 48 (2013),article,
,A Survey of Multi-Objective Sequential Decision-Making,"D. M. Roijers,P. Vamplew,S. Whiteson,R. Dazeley",https://doi.org/10.1613/jair.4064,,,Vol. 48 (2013),article,
,An Online Mechanism for Multi-Unit Demand and its Application to Plug-in Hybrid Electric Vehicle Charging,"V. Robu,E. H. Gerding,S. Stein,D. C. Parkes,A. Rogers,N. R. Jennings",https://doi.org/10.1613/jair.3873,,,Vol. 48 (2013),article,
,Taming the Infinite Chase: Query Answering under Expressive Relational Constraints,"A. Calì,G. Gottlob,M. Kifer",https://doi.org/10.1613/jair.4039,,,Vol. 48 (2013),article,
,Learning Optimal Bayesian Networks: A Shortest Path Perspective,"C. Yuan,B. Malone",,,,Vol. 48 (2013),article,
